edad_ingreso,promedio_academico,materias_reprobadas,distancia_hogar_ies_km,puntaje_icfes_percentil,sexo,estado_civil,zona_residencia,departamento,nivel_educativo_padre,nivel_educativo_madre,sector_ies,nivel_formacion,metodologia,area_conocimiento,semestre_cursado,estrato_socioeconomico,anio_registro,trabaja_mientras_estudia,beneficiario_icetex,beneficiario_beca
22,3.56,1,3.72,53,Mujer,Soltero,Urbana,Huila,Tecnico,Bachillerato,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",6,2,2024,1,0,0
15,3.03,2,17.75,56,Mujer,Soltero,Urbana,Norte de Santander,Bachillerato,Universitario,Publico,Universitario,Presencial,Ciencias de la educacion,7,3,2022,0,0,0
23,3.67,2,11.44,65,Mujer,Soltero,Urbana,Cauca,Bachillerato,Primaria,Privado,Universitario,Presencial,Ciencias de la salud,8,3,2023,0,0,0
22,3.55,2,9.14,51,Hombre,Casado,Urbana,Bogotá D.C.,Bachillerato,Primaria,Publico,Universitario,Presencial,Bellas artes,5,2,2023,0,1,0
21,3.75,0,9.61,73,Mujer,Casado,Urbana,Antioquia,Primaria,Bachillerato,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",2,3,2023,1,1,0
15,4.18,0,3.48,85,Mujer,Soltero,Urbana,Antioquia,Primaria,Primaria,Publico,Tecnico profesional,Presencial,"Economia, administracion, contaduria y afines",8,1,2022,1,0,0
15,3.41,0,10.64,57,Mujer,Soltero,Urbana,Antioquia,Tecnico,Universitario,Privado,Universitario,Distancia tradicional,"Ingenieria, arquitectura, urbanismo y afines",6,3,2024,0,0,0
21,3.93,0,1.34,50,Hombre,Soltero,Urbana,Risaralda,Tecnico,Universitario,Publico,Universitario,Presencial,"Economia, administracion, contaduria y afines",10,2,2025,0,1,0
19,2.95,1,15.93,43,Hombre,Soltero,Rural,Norte de Santander,Primaria,Primaria,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",11,4,2024,1,0,0
20,2.54,2,4.5,47,Mujer,Soltero,Urbana,Atlántico,Bachillerato,Bachillerato,Privado,Universitario,Presencial,Bellas artes,9,4,2023,0,0,0
20,3.2,1,17.8,44,Hombre,Casado,Urbana,Bogotá D.C.,Bachillerato,Primaria,Publico,Universitario,Presencial,"Economia, administracion, contaduria y afines",12,5,2024,1,1,0
19,2.85,0,4.08,52,Mujer,Soltero,Rural,Sucre,Ninguno,Primaria,Privado,Tecnico profesional,Distancia tradicional,Ciencias sociales y humanas,9,3,2023,1,0,0
19,3.71,2,12.87,59,Mujer,Union libre,Urbana,Atlántico,Ninguno,Universitario,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",10,2,2022,0,0,0
20,1.8,3,32.18,13,Mujer,Soltero,Urbana,Cesar,Primaria,Bachillerato,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",11,2,2025,0,1,0
20,3.36,1,1.19,57,Mujer,Soltero,Rural,Risaralda,Primaria,Universitario,Publico,Tecnologico,Presencial,"Economia, administracion, contaduria y afines",6,4,2023,0,0,0
21,3.03,1,8.54,39,Hombre,Soltero,Urbana,Tolima,Tecnico,Primaria,Privado,Universitario,Distancia tradicional,"Ingenieria, arquitectura, urbanismo y afines",8,3,2023,0,0,1
23,4.11,0,9.1,100,Hombre,Soltero,Rural,Tolima,Primaria,Bachillerato,Privado,Universitario,Presencial,Bellas artes,10,2,2022,0,1,0
21,2.86,4,10.08,40,Hombre,Soltero,Urbana,Caldas,Bachillerato,Posgrado,Privado,Universitario,Distancia tradicional,"Ingenieria, arquitectura, urbanismo y afines",10,3,2024,0,0,0
22,3.32,1,22.3,55,Mujer,Soltero,Urbana,Cesar,Bachillerato,Tecnico,Privado,Universitario,Distancia tradicional,"Ingenieria, arquitectura, urbanismo y afines",2,4,2022,1,0,0
20,3.54,0,8.15,62,Mujer,Soltero,Urbana,Bogotá D.C.,Universitario,Bachillerato,Publico,Universitario,Presencial,Matematicas y ciencias naturales,6,2,2025,0,0,0
23,3.9,0,23.79,47,Mujer,Casado,Urbana,Bogotá D.C.,Primaria,Tecnico,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",7,1,2022,0,0,0
19,2.7,2,6.45,54,Hombre,Otro,Urbana,Cundinamarca,Tecnico,Primaria,Privado,Universitario,Presencial,Ciencias sociales y humanas,8,1,2023,1,0,1
21,2.07,2,6.41,23,Mujer,Soltero,Urbana,Cauca,Tecnico,Tecnico,Privado,Tecnologico,Distancia tradicional,Ciencias sociales y humanas,12,2,2024,1,0,0
18,3.42,1,6.89,54,Hombre,Soltero,Urbana,Valle del Cauca,Tecnico,Bachillerato,Publico,Universitario,Presencial,"Agronomia, veterinaria y afines",7,4,2021,0,0,0
20,3.63,1,10.27,71,Mujer,Soltero,Urbana,Antioquia,Bachillerato,Primaria,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",2,3,2024,1,1,1
17,3.52,2,11.09,61,Mujer,Soltero,Urbana,Antioquia,Universitario,Bachillerato,Privado,Tecnologico,Presencial,"Economia, administracion, contaduria y afines",9,2,2023,0,0,0
20,3.71,1,36.45,48,Mujer,Soltero,Urbana,Valle del Cauca,Tecnico,Tecnico,Publico,Tecnico profesional,Presencial,"Economia, administracion, contaduria y afines",4,2,2022,0,0,0
19,2.66,1,1.19,35,Hombre,Soltero,Urbana,Valle del Cauca,Bachillerato,Universitario,Privado,Tecnologico,Distancia tradicional,Ciencias de la salud,11,3,2023,0,0,0
18,3.6,0,9.19,76,Hombre,Soltero,Urbana,Bolívar,Bachillerato,Bachillerato,Privado,Tecnologico,Virtual,Ciencias de la salud,4,2,2023,0,0,0
20,2.89,0,3.84,68,Mujer,Soltero,Urbana,Valle del Cauca,Primaria,Bachillerato,Publico,Tecnico profesional,Distancia tradicional,"Agronomia, veterinaria y afines",12,3,2023,0,0,0
16,3.17,0,4.63,70,Mujer,Union libre,Urbana,Bogotá D.C.,Bachillerato,Primaria,Publico,Universitario,Virtual,Ciencias de la educacion,12,2,2023,1,0,0
23,4.29,2,11.13,85,Mujer,Soltero,Urbana,Antioquia,Primaria,Primaria,Privado,Universitario,Presencial,"Agronomia, veterinaria y afines",9,3,2023,0,0,1
24,3.18,0,2.32,73,Hombre,Soltero,Urbana,Valle del Cauca,Primaria,Universitario,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",12,1,2022,0,0,0
18,3.91,0,7.66,66,Hombre,Soltero,Rural,Bogotá D.C.,Primaria,Bachillerato,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",10,3,2021,0,1,0
17,2.82,1,7.8,41,Mujer,Soltero,Urbana,Bolívar,Ninguno,Primaria,Privado,Universitario,Virtual,"Economia, administracion, contaduria y afines",12,2,2025,0,0,0
20,3.26,1,28.04,50,Hombre,Soltero,Urbana,Arauca,Tecnico,Posgrado,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",7,2,2022,1,0,0
23,3.53,0,11.33,63,Mujer,Casado,Urbana,Chocó,Tecnico,Universitario,Publico,Tecnologico,Presencial,Ciencias de la salud,7,2,2021,0,0,0
16,3.55,0,13.45,72,Mujer,Soltero,Urbana,Cundinamarca,Primaria,Primaria,Privado,Tecnologico,Presencial,"Economia, administracion, contaduria y afines",2,2,2021,1,0,0
21,3.19,2,3.87,32,Hombre,Soltero,Urbana,Santander,Primaria,Bachillerato,Publico,Universitario,Presencial,"Economia, administracion, contaduria y afines",4,2,2025,0,0,0
26,2.87,2,2.05,52,Hombre,Soltero,Urbana,Bogotá D.C.,Primaria,Bachillerato,Publico,Tecnologico,Presencial,"Economia, administracion, contaduria y afines",3,4,2023,1,0,0
24,2.94,2,1.1,44,Mujer,Soltero,Urbana,Santander,Primaria,Primaria,Privado,Tecnico profesional,Presencial,Ciencias sociales y humanas,12,3,2025,1,1,0
16,3.97,0,4.81,58,Mujer,Soltero,Urbana,Cundinamarca,Universitario,Primaria,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",11,2,2023,1,0,0
22,3.46,2,47.22,42,Hombre,Soltero,Rural,Nariño,Ninguno,Primaria,Privado,Tecnologico,Presencial,"Ingenieria, arquitectura, urbanismo y afines",9,2,2021,0,0,0
23,2.87,1,1.02,45,Mujer,Soltero,Urbana,Magdalena,Primaria,Universitario,Privado,Universitario,Presencial,Ciencias sociales y humanas,3,1,2025,0,0,0
17,2.45,4,7.62,52,Mujer,Soltero,Urbana,Bogotá D.C.,Primaria,Bachillerato,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",4,3,2025,0,0,0
21,3.82,0,4.7,69,Mujer,Soltero,Urbana,Antioquia,Universitario,Bachillerato,Publico,Tecnologico,Presencial,Ciencias de la educacion,11,2,2024,1,0,1
23,3.68,2,3.36,33,Hombre,Soltero,Urbana,Córdoba,Bachillerato,Primaria,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",4,1,2023,1,1,0
25,2.82,2,9.87,45,Mujer,Soltero,Rural,Tolima,Tecnico,Primaria,Publico,Universitario,Presencial,Ciencias sociales y humanas,2,4,2023,1,1,0
23,2.91,2,28.42,42,Mujer,Soltero,Rural,Tolima,Bachillerato,Primaria,Privado,Universitario,Distancia tradicional,"Ingenieria, arquitectura, urbanismo y afines",3,2,2021,0,0,0
17,4.08,1,2.4,75,Mujer,Soltero,Rural,Bogotá D.C.,Bachillerato,Universitario,Privado,Tecnologico,Presencial,Ciencias de la salud,7,2,2024,1,1,0
20,3.01,5,13.95,39,Hombre,Soltero,Urbana,Cundinamarca,Primaria,Bachillerato,Privado,Tecnologico,Virtual,"Ingenieria, arquitectura, urbanismo y afines",9,3,2024,1,0,1
22,3.75,0,6.52,66,Hombre,Soltero,Urbana,Valle del Cauca,Posgrado,Universitario,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",8,6,2022,1,1,0
17,2.78,1,3.52,33,Hombre,Soltero,Rural,Córdoba,Universitario,Tecnico,Privado,Universitario,Presencial,Ciencias sociales y humanas,2,2,2025,0,0,1
21,3.83,1,5.66,73,Mujer,Soltero,Rural,Boyacá,Universitario,Universitario,Publico,Universitario,Presencial,Ciencias sociales y humanas,9,2,2024,0,0,0
18,3.59,1,5.87,46,Mujer,Soltero,Rural,Cundinamarca,Bachillerato,Universitario,Publico,Universitario,Presencial,Ciencias de la educacion,3,4,2024,0,0,1
18,2.92,1,5.59,53,Hombre,Soltero,Urbana,Atlántico,Primaria,Primaria,Publico,Universitario,Presencial,Ciencias de la educacion,6,2,2023,0,0,0
17,3.56,1,23.56,72,Hombre,Soltero,Urbana,Valle del Cauca,Universitario,Primaria,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",3,2,2021,0,0,0
22,3.9,0,4.65,56,Hombre,Soltero,Rural,Valle del Cauca,Ninguno,Universitario,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",4,3,2022,0,0,0
18,3.26,2,4.24,51,Hombre,Soltero,Urbana,Cauca,Bachillerato,Primaria,Privado,Universitario,Presencial,Ciencias sociales y humanas,6,6,2025,0,1,1
15,2.22,2,8.73,36,Mujer,Union libre,Urbana,Cundinamarca,Bachillerato,Tecnico,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",2,2,2022,0,0,0
19,2.44,2,3.94,30,Hombre,Soltero,Urbana,Nariño,Bachillerato,Primaria,Publico,Universitario,Presencial,"Economia, administracion, contaduria y afines",4,3,2021,1,0,0
18,3.12,1,15.31,44,Hombre,Otro,Urbana,Antioquia,Bachillerato,Primaria,Privado,Tecnologico,Virtual,"Ingenieria, arquitectura, urbanismo y afines",7,1,2025,1,0,0
16,3.29,2,4.67,56,Hombre,Union libre,Urbana,Cesar,Primaria,Bachillerato,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",3,2,2025,0,1,0
21,3.01,2,9.75,42,Hombre,Union libre,Urbana,Santander,Primaria,Bachillerato,Publico,Tecnologico,Presencial,Ciencias de la educacion,7,3,2025,0,0,0
18,3.8,2,6.0,75,Hombre,Soltero,Urbana,Antioquia,Bachillerato,Primaria,Privado,Tecnologico,Presencial,Ciencias de la educacion,5,1,2022,1,0,1
21,3.04,1,19.64,51,Mujer,Soltero,Urbana,Antioquia,Bachillerato,Universitario,Privado,Tecnologico,Distancia tradicional,"Ingenieria, arquitectura, urbanismo y afines",10,1,2024,1,0,0
15,3.9,0,2.97,84,Mujer,Union libre,Urbana,Risaralda,Bachillerato,Universitario,Publico,Universitario,Presencial,Matematicas y ciencias naturales,2,1,2022,0,0,0
27,3.67,0,3.62,53,Hombre,Union libre,Urbana,Bolívar,Tecnico,Bachillerato,Publico,Tecnologico,Distancia tradicional,"Economia, administracion, contaduria y afines",11,3,2024,1,0,0
23,3.52,1,22.96,65,Hombre,Soltero,Urbana,Antioquia,Universitario,Primaria,Publico,Universitario,Virtual,"Economia, administracion, contaduria y afines",3,5,2024,0,0,0
15,2.75,2,10.37,62,Mujer,Soltero,Urbana,Atlántico,Primaria,Bachillerato,Privado,Tecnologico,Presencial,"Ingenieria, arquitectura, urbanismo y afines",4,2,2023,0,0,0
15,3.72,1,19.09,55,Hombre,Soltero,Rural,Bogotá D.C.,Bachillerato,Primaria,Publico,Tecnologico,Distancia tradicional,"Economia, administracion, contaduria y afines",9,1,2023,1,0,0
18,4.25,0,1.87,76,Mujer,Soltero,Urbana,Atlántico,Primaria,Posgrado,Publico,Tecnologico,Presencial,"Ingenieria, arquitectura, urbanismo y afines",7,2,2023,1,0,0
16,3.13,2,9.39,45,Mujer,Casado,Urbana,Risaralda,Primaria,Primaria,Privado,Universitario,Presencial,Ciencias de la educacion,7,1,2025,1,0,0
16,4.14,2,3.45,59,Mujer,Casado,Urbana,Antioquia,Bachillerato,Bachillerato,Privado,Universitario,Distancia tradicional,"Ingenieria, arquitectura, urbanismo y afines",12,3,2022,1,0,0
15,3.04,1,9.91,78,Mujer,Soltero,Rural,Atlántico,Posgrado,Tecnico,Publico,Universitario,Presencial,"Economia, administracion, contaduria y afines",12,1,2022,1,0,0
20,4.72,1,11.66,100,Hombre,Soltero,Rural,Valle del Cauca,Bachillerato,Bachillerato,Privado,Tecnologico,Virtual,Ciencias de la salud,8,2,2023,0,1,0
17,3.68,0,7.3,48,Hombre,Soltero,Urbana,Santander,Bachillerato,Bachillerato,Publico,Tecnologico,Presencial,"Ingenieria, arquitectura, urbanismo y afines",10,4,2021,0,0,0
20,3.35,5,53.34,49,Hombre,Soltero,Urbana,La Guajira,Bachillerato,Bachillerato,Privado,Universitario,Distancia tradicional,"Ingenieria, arquitectura, urbanismo y afines",1,1,2023,1,0,0
23,3.97,0,6.25,52,Mujer,Casado,Urbana,Bogotá D.C.,Primaria,Primaria,Publico,Tecnologico,Presencial,"Ingenieria, arquitectura, urbanismo y afines",10,4,2025,1,0,0
15,2.99,0,18.08,37,Mujer,Soltero,Urbana,Antioquia,Primaria,Tecnico,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",6,2,2022,0,0,0
18,2.44,4,6.87,32,Hombre,Union libre,Urbana,Santander,Primaria,Bachillerato,Privado,Tecnico profesional,Virtual,"Ingenieria, arquitectura, urbanismo y afines",10,3,2021,0,0,0
19,3.4,1,39.08,57,Hombre,Union libre,Urbana,Sucre,Bachillerato,Primaria,Publico,Tecnologico,Presencial,"Economia, administracion, contaduria y afines",5,1,2023,1,1,0
22,3.97,0,27.61,66,Hombre,Casado,Urbana,Risaralda,Bachillerato,Primaria,Privado,Tecnologico,Virtual,"Economia, administracion, contaduria y afines",1,2,2023,0,0,0
23,2.47,1,5.86,31,Hombre,Soltero,Rural,Bogotá D.C.,Primaria,Tecnico,Privado,Universitario,Presencial,Ciencias sociales y humanas,9,1,2022,1,0,0
18,1.72,3,31.1,32,Hombre,Otro,Urbana,Bogotá D.C.,Tecnico,Tecnico,Privado,Universitario,Presencial,Ciencias de la salud,5,3,2023,0,0,0
26,3.32,0,2.31,51,Hombre,Soltero,Urbana,Sucre,Primaria,Primaria,Publico,Universitario,Presencial,"Economia, administracion, contaduria y afines",2,3,2023,0,0,0
22,2.82,3,5.26,67,Mujer,Soltero,Urbana,Antioquia,Universitario,Primaria,Publico,Universitario,Virtual,"Ingenieria, arquitectura, urbanismo y afines",2,3,2025,0,1,1
23,3.94,1,5.03,52,Mujer,Soltero,Rural,Valle del Cauca,Bachillerato,Bachillerato,Privado,Universitario,Presencial,"Agronomia, veterinaria y afines",12,3,2025,0,1,0
23,3.18,1,1.45,47,Hombre,Soltero,Urbana,Cesar,Tecnico,Primaria,Publico,Tecnico profesional,Presencial,Matematicas y ciencias naturales,12,3,2025,1,1,0
21,3.27,0,16.39,50,Hombre,Casado,Rural,Bogotá D.C.,Posgrado,Bachillerato,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",11,2,2025,1,1,1
15,2.72,3,40.52,49,Hombre,Soltero,Urbana,Antioquia,Posgrado,Tecnico,Privado,Tecnico profesional,Presencial,Matematicas y ciencias naturales,1,1,2021,0,0,1
17,2.91,3,39.64,84,Mujer,Soltero,Urbana,Cundinamarca,Universitario,Bachillerato,Publico,Universitario,Presencial,Ciencias de la salud,7,2,2024,0,0,0
16,3.54,0,5.23,69,Hombre,Union libre,Urbana,Córdoba,Primaria,Primaria,Publico,Universitario,Distancia tradicional,Ciencias de la educacion,8,5,2023,0,1,0
15,3.82,1,10.76,56,Hombre,Casado,Urbana,Huila,Universitario,Bachillerato,Publico,Universitario,Presencial,"Agronomia, veterinaria y afines",6,2,2024,0,0,0
19,3.21,1,8.98,91,Mujer,Soltero,Urbana,Bolívar,Bachillerato,Bachillerato,Publico,Universitario,Presencial,"Economia, administracion, contaduria y afines",12,3,2024,0,0,1
19,4.33,0,6.36,76,Hombre,Soltero,Urbana,Huila,Universitario,Primaria,Publico,Universitario,Presencial,Ciencias sociales y humanas,5,4,2024,0,1,1
17,3.19,1,9.74,67,Mujer,Otro,Urbana,Magdalena,Bachillerato,Primaria,Publico,Tecnologico,Virtual,"Economia, administracion, contaduria y afines",5,2,2022,0,0,0
17,3.83,1,1.67,57,Mujer,Soltero,Urbana,Valle del Cauca,Ninguno,Universitario,Publico,Universitario,Virtual,"Ingenieria, arquitectura, urbanismo y afines",8,6,2024,0,0,0
23,4.14,0,9.75,81,Mujer,Soltero,Urbana,Norte de Santander,Primaria,Bachillerato,Privado,Tecnico profesional,Virtual,Ciencias de la salud,5,2,2023,1,0,0
17,3.31,0,5.11,48,Mujer,Soltero,Urbana,Antioquia,Tecnico,Bachillerato,Privado,Universitario,Presencial,Ciencias sociales y humanas,4,4,2025,0,1,0
20,2.98,4,1.71,22,Hombre,Soltero,Urbana,Cundinamarca,Universitario,Primaria,Privado,Universitario,Presencial,Matematicas y ciencias naturales,2,1,2023,1,0,0
25,4.11,0,2.78,73,Mujer,Soltero,Urbana,Risaralda,Universitario,Primaria,Publico,Universitario,Distancia tradicional,Ciencias de la educacion,8,1,2025,1,0,0
15,3.48,0,23.85,85,Hombre,Soltero,Urbana,Bogotá D.C.,Bachillerato,Bachillerato,Publico,Universitario,Distancia tradicional,Ciencias sociales y humanas,4,4,2021,1,0,0
16,3.4,2,7.63,78,Mujer,Soltero,Rural,Boyacá,Primaria,Universitario,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",2,2,2024,0,0,0
22,4.08,1,7.72,66,Hombre,Soltero,Rural,Antioquia,Primaria,Bachillerato,Privado,Universitario,Virtual,"Ingenieria, arquitectura, urbanismo y afines",8,3,2021,0,0,0
24,3.02,0,2.38,25,Hombre,Soltero,Urbana,Santander,Bachillerato,Bachillerato,Privado,Universitario,Presencial,Matematicas y ciencias naturales,12,2,2022,1,0,0
19,2.33,2,10.24,51,Mujer,Soltero,Rural,Bogotá D.C.,Primaria,Universitario,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",11,3,2025,1,0,0
19,4.01,2,29.48,69,Hombre,Soltero,Rural,Boyacá,Primaria,Bachillerato,Privado,Universitario,Presencial,Ciencias de la salud,1,3,2023,1,0,1
19,3.19,1,4.7,57,Mujer,Soltero,Urbana,Cundinamarca,Tecnico,Ninguno,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",5,1,2021,0,0,0
17,2.34,3,21.75,33,Hombre,Soltero,Urbana,La Guajira,Tecnico,Tecnico,Privado,Universitario,Presencial,Bellas artes,9,2,2021,1,1,0
25,3.79,0,8.33,52,Hombre,Casado,Urbana,Nariño,Bachillerato,Tecnico,Privado,Tecnologico,Presencial,Ciencias de la educacion,6,2,2024,0,0,0
18,3.58,1,20.23,37,Mujer,Soltero,Urbana,Santander,Universitario,Tecnico,Privado,Universitario,Distancia tradicional,Ciencias sociales y humanas,10,3,2023,0,1,0
17,2.59,3,2.15,30,Mujer,Soltero,Urbana,Cauca,Primaria,Primaria,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",9,2,2021,1,1,0
15,3.84,1,30.95,69,Mujer,Casado,Urbana,Cundinamarca,Universitario,Bachillerato,Privado,Universitario,Presencial,Matematicas y ciencias naturales,1,3,2021,0,0,1
15,3.65,0,2.6,57,Mujer,Union libre,Urbana,Bolívar,Primaria,Tecnico,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",4,1,2025,0,0,0
18,3.34,5,4.4,50,Mujer,Soltero,Urbana,Antioquia,Primaria,Bachillerato,Privado,Universitario,Presencial,Ciencias de la educacion,9,3,2024,1,1,0
21,2.9,1,11.62,40,Mujer,Soltero,Urbana,Magdalena,Bachillerato,Tecnico,Publico,Tecnologico,Presencial,"Ingenieria, arquitectura, urbanismo y afines",2,3,2022,0,1,0
20,2.72,5,1.1,34,Hombre,Soltero,Rural,La Guajira,Bachillerato,Bachillerato,Privado,Tecnologico,Presencial,"Economia, administracion, contaduria y afines",2,3,2024,1,1,0
23,2.95,2,7.35,64,Hombre,Soltero,Urbana,Antioquia,Tecnico,Tecnico,Publico,Universitario,Presencial,Ciencias de la salud,10,1,2023,0,0,0
15,3.28,3,61.67,61,Mujer,Union libre,Urbana,Meta,Bachillerato,Primaria,Privado,Tecnologico,Presencial,Matematicas y ciencias naturales,1,2,2025,0,1,0
24,4.87,0,6.39,84,Hombre,Soltero,Urbana,Cundinamarca,Primaria,Posgrado,Publico,Tecnologico,Presencial,"Ingenieria, arquitectura, urbanismo y afines",4,3,2023,0,0,0
18,3.54,1,28.96,39,Hombre,Soltero,Urbana,Cundinamarca,Ninguno,Primaria,Privado,Tecnologico,Presencial,Ciencias de la educacion,1,3,2024,1,0,1
15,2.96,2,6.72,65,Hombre,Union libre,Rural,Antioquia,Bachillerato,Primaria,Privado,Universitario,Presencial,Ciencias de la educacion,6,2,2023,0,0,0
21,2.73,1,6.15,33,Mujer,Soltero,Urbana,Santander,Primaria,Primaria,Privado,Universitario,Virtual,Bellas artes,8,1,2024,0,0,0
19,3.75,2,4.45,73,Hombre,Soltero,Urbana,Bogotá D.C.,Bachillerato,Universitario,Privado,Tecnologico,Presencial,Ciencias de la educacion,3,6,2022,1,0,1
17,3.41,0,46.26,62,Hombre,Soltero,Urbana,Nariño,Universitario,Posgrado,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",5,3,2022,1,0,0
23,3.18,1,6.81,69,Hombre,Union libre,Rural,Bogotá D.C.,Universitario,Bachillerato,Publico,Tecnologico,Presencial,Bellas artes,11,2,2024,0,1,1
21,2.99,0,10.69,46,Hombre,Soltero,Urbana,Valle del Cauca,Bachillerato,Ninguno,Publico,Universitario,Distancia tradicional,Ciencias de la educacion,11,2,2021,1,0,0
22,2.95,2,7.86,53,Hombre,Soltero,Urbana,Meta,Primaria,Bachillerato,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",1,2,2021,1,0,0
20,3.61,3,23.5,64,Hombre,Casado,Urbana,Atlántico,Tecnico,Bachillerato,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",7,4,2024,1,1,0
24,2.66,1,66.68,70,Mujer,Casado,Urbana,Nariño,Primaria,Ninguno,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",5,4,2023,0,0,0
27,3.49,0,17.98,38,Hombre,Union libre,Urbana,Boyacá,Universitario,Universitario,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",6,3,2021,0,0,1
16,4.31,0,2.11,72,Mujer,Soltero,Urbana,Antioquia,Bachillerato,Primaria,Privado,Universitario,Presencial,Ciencias de la salud,2,3,2025,1,1,0
19,3.15,1,31.82,79,Hombre,Soltero,Urbana,La Guajira,Primaria,Ninguno,Publico,Universitario,Virtual,Ciencias de la educacion,7,2,2022,1,0,1
26,2.92,1,9.39,36,Mujer,Soltero,Urbana,Cauca,Bachillerato,Primaria,Publico,Tecnologico,Presencial,Ciencias de la salud,5,2,2024,0,0,0
20,3.1,0,2.2,48,Mujer,Soltero,Urbana,Caquetá,Tecnico,Tecnico,Privado,Tecnico profesional,Presencial,Ciencias de la salud,7,2,2023,1,0,0
20,3.32,3,4.39,64,Hombre,Casado,Rural,Valle del Cauca,Tecnico,Bachillerato,Privado,Tecnologico,Virtual,Bellas artes,3,4,2023,1,0,0
24,3.2,0,6.73,45,Mujer,Soltero,Urbana,Santander,Bachillerato,Universitario,Privado,Tecnico profesional,Presencial,"Ingenieria, arquitectura, urbanismo y afines",12,2,2021,0,1,0
18,3.26,2,1.68,100,Hombre,Soltero,Urbana,Tolima,Posgrado,Ninguno,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",11,2,2023,0,0,0
17,2.92,2,2.81,32,Mujer,Soltero,Urbana,Antioquia,Bachillerato,Bachillerato,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",4,2,2021,1,0,0
22,3.15,2,10.44,73,Hombre,Soltero,Urbana,Valle del Cauca,Primaria,Bachillerato,Publico,Universitario,Presencial,"Economia, administracion, contaduria y afines",10,2,2024,0,0,0
15,2.74,1,17.77,32,Mujer,Soltero,Rural,Cundinamarca,Primaria,Posgrado,Privado,Universitario,Distancia tradicional,Ciencias sociales y humanas,5,6,2023,0,0,0
16,3.93,0,28.59,71,Hombre,Soltero,Urbana,Atlántico,Bachillerato,Primaria,Publico,Universitario,Presencial,Ciencias sociales y humanas,7,1,2023,1,0,0
20,3.79,0,4.41,62,Mujer,Soltero,Rural,Antioquia,Tecnico,Bachillerato,Publico,Universitario,Distancia tradicional,"Economia, administracion, contaduria y afines",3,3,2024,1,1,0
20,3.78,3,1.81,74,Hombre,Soltero,Rural,Antioquia,Primaria,Primaria,Publico,Universitario,Presencial,"Economia, administracion, contaduria y afines",9,1,2024,0,0,1
15,4.54,0,11.81,95,Mujer,Union libre,Urbana,Bogotá D.C.,Posgrado,Primaria,Publico,Tecnologico,Presencial,Ciencias sociales y humanas,1,2,2023,0,0,0
18,3.25,2,21.31,48,Mujer,Soltero,Urbana,Sucre,Bachillerato,Bachillerato,Privado,Universitario,Virtual,"Economia, administracion, contaduria y afines",7,2,2024,1,0,0
21,4.13,1,3.85,79,Hombre,Soltero,Urbana,Bolívar,Primaria,Bachillerato,Privado,Tecnologico,Presencial,Ciencias de la salud,8,4,2024,1,0,0
25,4.74,0,3.34,100,Hombre,Soltero,Rural,Antioquia,Universitario,Bachillerato,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",2,6,2025,0,0,0
22,3.74,0,8.88,41,Mujer,Casado,Urbana,Caquetá,Ninguno,Primaria,Privado,Universitario,Distancia tradicional,"Economia, administracion, contaduria y afines",8,2,2024,1,0,0
16,3.44,0,7.21,53,Hombre,Soltero,Urbana,Bogotá D.C.,Universitario,Primaria,Publico,Tecnologico,Presencial,Bellas artes,11,3,2022,0,0,0
